Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,70.0,775.0,54250.0,29838.0,Outlet,2021,10,4
West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,65.0,775.0,50375.0,22669.0,In-store,2020,4,2
West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.0,775.0,65875.0,19763.0,In-store,2020,7,3
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775.0,27125.0,6781.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775.0,34875.0,17438.0,In-store,2020,8,3
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,775.0,42625.0,14919.0,In-store,2020,4,2
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775.0,38750.0,11625.0,In-store,2020,9,3
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775.0,50375.0,17631.0,In-store,2020,9,3
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775.0,42625.0,12788.0,In-store,2020,9,3
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,775.0,34875.0,10463.0,In-store,2020,9,3
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775.0,38750.0,11625.0,In-store,2020,10,4
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775.0,42625.0,12788.0,In-store,2020,5,2
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65.0,775.0,50375.0,17631.0,In-store,2020,5,2
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,40.0,775.0,31000.0,17050.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,40.0,775.0,31000.0,12400.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775.0,34875.0,13950.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,45.0,775.0,34875.0,15694.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,775.0,42625.0,19181.0,Outlet,2021,4,2
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Street Footwear,60.0,775.0,46500.0,23250.0,Outlet,2021,10,4
Sports Direct,1197831,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775.0,46500.0,23250.0,Outlet,2021,10,4
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,775.0,54250.0,27125.0,In-store,2021,7,3
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.0,775.0,46500.0,20925.0,In-store,2021,11,4
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775.0,42625.0,21313.0,In-store,2021,10,4
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775.0,42625.0,14919.0,In-store,2021,6,2
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775.0,62000.0,21700.0,In-store,2021,8,3
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,55.0,775.0,42625.0,14919.0,In-store,2021,6,2
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,80.0,775.0,62000.0,21700.0,In-store,2021,8,3
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.0,775.0,38750.0,15500.0,Online,2021,7,3
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.0,775.0,42625.0,17050.0,Online,2021,7,3
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,55.0,775.0,42625.0,17050.0,Online,2021,12,4
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,55.0,775.0,42625.0,17050.0,Online,2021,12,4
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,775.0,23250.0,5813.0,Online,2021,2,1
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.0,775.0,31000.0,15500.0,Online,2021,4,2
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,775.0,38750.0,9688.0,Online,2021,6,2
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,775.0,42625.0,12788.0,Online,2021,7,3
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,775.0,34875.0,10463.0,Online,2021,8,3
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,60.0,775.0,46500.0,23250.0,Online,2021,10,4
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775.0,46500.0,13950.0,Online,2021,12,4
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,70.0,775.0,54250.0,18988.0,Online,2021,12,4
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,775.0,46500.0,16275.0,Online,2021,12,4
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,775.0,58125.0,29063.0,Online,2021,12,4
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,775.0,27125.0,10850.0,Online,2021,1,1
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,55.0,775.0,42625.0,17050.0,Online,2021,9,3
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,775.0,23250.0,9300.0,Online,2021,2,1
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775.0,54250.0,21700.0,Online,2021,12,4
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,775.0,42625.0,17050.0,Online,2021,7,3
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,770.0,26950.0,13475.0,In-store,2021,3,1
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,770.0,23100.0,9240.0,Online,2021,3,1
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.0,750.0,30000.0,13500.0,Outlet,2020,8,3
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.0,750.0,37500.0,13125.0,Outlet,2020,9,3
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.0,750.0,41250.0,20625.0,Outlet,2020,9,3
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.0,750.0,48750.0,12188.0,Outlet,2021,1,1
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.0,750.0,48750.0,19500.0,Outlet,2021,1,1
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750.0,48750.0,14625.0,Outlet,2021,1,1
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750.0,56250.0,28125.0,Outlet,2021,1,1
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750.0,26250.0,10500.0,Outlet,2021,3,1
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750.0,37500.0,9375.0,Outlet,2021,4,2
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750.0,37500.0,15000.0,Outlet,2021,4,2
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750.0,37500.0,15000.0,Outlet,2021,4,2
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,20.0,750.0,15000.0,5250.0,Outlet,2021,9,3
West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,60.0,750.0,45000.0,18000.0,Outlet,2020,2,1
West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750.0,56250.0,16875.0,In-store,2020,6,2
West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,80.0,750.0,60000.0,15000.0,In-store,2020,7,3
West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,80.0,750.0,60000.0,18000.0,In-store,2020,7,3
West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,85.0,750.0,63750.0,15938.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,55.0,750.0,41250.0,14438.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750.0,33750.0,11813.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,55.0,750.0,41250.0,14438.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750.0,33750.0,11813.0,In-store,2020,8,3
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,50.0,750.0,37500.0,9375.0,In-store,2020,4,2
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,55.0,750.0,41250.0,14438.0,In-store,2020,9,3
Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45.0,750.0,33750.0,8438.0,In-store,2020,9,3
Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65.0,750.0,48750.0,17063.0,In-store,2020,10,4
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,40.0,750.0,30000.0,13500.0,Outlet,2021,2,1
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,750.0,18750.0,7500.0,Outlet,2021,4,2
Sports Direct,1197831,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,65.0,750.0,48750.0,29250.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,45.0,750.0,33750.0,20250.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-31,South,Alabama,Birmingham,Men's Street Footwear,45.0,750.0,33750.0,15188.0,Outlet,2021,8,3
Sports Direct,1197831,2021-09-01,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,750.0,37500.0,16875.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-12,South,Alabama,Birmingham,Men's Street Footwear,40.0,750.0,30000.0,15000.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-13,South,Alabama,Birmingham,Men's Athletic Footwear,55.0,750.0,41250.0,20625.0,Outlet,2021,9,3
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750.0,63750.0,15938.0,Outlet,2021,8,3
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750.0,71250.0,17813.0,In-store,2021,7,3
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,750.0,41250.0,20625.0,In-store,2021,11,4
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,750.0,48750.0,17063.0,In-store,2021,12,4
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.0,750.0,56250.0,19688.0,In-store,2021,12,4
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750.0,26250.0,13125.0,In-store,2021,1,1
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,750.0,37500.0,18750.0,In-store,2021,10,4
Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,750.0,30000.0,12000.0,In-store,2021,7,3
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,35.0,750.0,26250.0,10500.0,In-store,2021,8,3
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,65.0,750.0,48750.0,17063.0,In-store,2021,12,4
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,75.0,750.0,56250.0,19688.0,In-store,2021,12,4
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,95.0,750.0,71250.0,28500.0,Online,2021,7,3
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,45.0,750.0,33750.0,16875.0,Online,2021,5,2
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,45.0,750.0,33750.0,11813.0,Online,2021,6,2
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,50.0,750.0,37500.0,13125.0,Online,2021,6,2
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,50.0,750.0,37500.0,15000.0,Online,2021,8,3
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,55.0,750.0,41250.0,16500.0,Online,2021,8,3
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,750.0,41250.0,14438.0,Online,2021,7,3
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,750.0,37500.0,13125.0,Online,2021,5,2
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.0,750.0,37500.0,11250.0,Online,2021,6,2
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,65.0,750.0,48750.0,17063.0,Online,2021,6,2
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,55.0,750.0,41250.0,14438.0,Online,2021,8,3
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,750.0,33750.0,11813.0,Online,2021,11,4
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,750.0,41250.0,12375.0,Online,2021,11,4
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,45.0,750.0,33750.0,13500.0,Online,2021,6,2
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,60.0,750.0,45000.0,18000.0,Online,2021,8,3
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,745.0,37250.0,9313.0,In-store,2020,10,4
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745.0,29800.0,11920.0,Online,2021,5,2
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725.0,25375.0,8881.0,Outlet,2020,8,3
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.0,725.0,36250.0,7250.0,Outlet,2020,11,4
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.0,725.0,36250.0,12688.0,Outlet,2020,11,4
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.0,725.0,47125.0,16494.0,Outlet,2020,12,4
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.0,725.0,58000.0,11600.0,Outlet,2021,1,1
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725.0,43500.0,13050.0,Outlet,2021,1,1
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725.0,58000.0,8700.0,Outlet,2021,1,1
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.0,725.0,39875.0,9969.0,Outlet,2021,1,1
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725.0,47125.0,21206.0,Outlet,2021,1,1
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.0,725.0,39875.0,11963.0,Outlet,2021,2,1
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725.0,36250.0,14500.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725.0,47125.0,9425.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,725.0,14500.0,4350.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.0,725.0,21750.0,6525.0,Outlet,2021,8,3
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,55.0,725.0,39875.0,15950.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,60.0,725.0,43500.0,17400.0,Outlet,2021,9,3
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,40.0,725.0,29000.0,11600.0,Outlet,2021,10,4
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,725.0,29000.0,11600.0,Outlet,2021,10,4
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,65.0,725.0,47125.0,18850.0,Outlet,2021,10,4
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,60.0,725.0,43500.0,21750.0,In-store,2020,4,2
West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Street Footwear,70.0,725.0,50750.0,22838.0,In-store,2020,4,2
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,725.0,32625.0,11419.0,In-store,2020,4,2
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,35.0,725.0,25375.0,6344.0,In-store,2020,4,2
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,60.0,725.0,43500.0,15225.0,In-store,2020,4,2
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725.0,32625.0,9788.0,In-store,2020,9,3
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55.0,725.0,39875.0,13956.0,In-store,2020,9,3
Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50.0,725.0,36250.0,9063.0,In-store,2020,10,4
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,15.0,725.0,10875.0,4350.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,55.0,725.0,39875.0,23925.0,Outlet,2021,4,2
Sports Direct,1197831,2021-08-26,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,725.0,14500.0,6525.0,Outlet,2021,8,3
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725.0,50750.0,12688.0,Outlet,2021,6,2
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725.0,54375.0,10875.0,Outlet,2021,8,3
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,70.0,725.0,50750.0,25375.0,In-store,2021,6,2
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,60.0,725.0,43500.0,21750.0,In-store,2021,8,3
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,725.0,25375.0,12688.0,In-store,2021,4,2
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,725.0,47125.0,25919.0,In-store,2021,7,3
West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,725.0,18125.0,7250.0,In-store,2021,2,1
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,30.0,725.0,21750.0,7613.0,Online,2021,5,2
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Women's Apparel,60.0,725.0,43500.0,23925.0,Online,2021,8,3
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,65.0,725.0,47125.0,25919.0,Online,2021,12,4
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,725.0,36250.0,14500.0,Online,2021,7,3
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,50.0,725.0,36250.0,12688.0,Online,2021,1,1
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,725.0,29000.0,10150.0,Online,2021,2,1
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725.0,18125.0,4531.0,Online,2021,3,1
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725.0,25375.0,12688.0,Online,2021,3,1
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,725.0,32625.0,8156.0,Online,2021,5,2
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,40.0,725.0,29000.0,7250.0,Online,2021,9,3
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Apparel,70.0,725.0,50750.0,17763.0,Online,2021,11,4
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,725.0,25375.0,8881.0,Online,2021,1,1
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725.0,18125.0,7250.0,Online,2021,1,1
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725.0,25375.0,12688.0,Online,2021,1,1
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725.0,39875.0,15950.0,Online,2021,7,3
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725.0,39875.0,15950.0,Online,2021,8,3
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50.0,725.0,36250.0,12688.0,Online,2021,9,3
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,725.0,54375.0,27188.0,Online,2021,11,4
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,60.0,725.0,43500.0,17400.0,Online,2021,12,4
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,725.0,21750.0,8700.0,Online,2021,4,2
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Apparel,70.0,725.0,50750.0,25375.0,Online,2021,7,3
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,725.0,29000.0,11600.0,Online,2021,10,4
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,725.0,21750.0,8700.0,Online,2021,1,1
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725.0,36250.0,14500.0,Online,2021,9,3
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720.0,18000.0,7200.0,Online,2021,3,1
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700.0,24500.0,8575.0,Outlet,2020,7,3
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35.0,700.0,24500.0,11025.0,Outlet,2020,7,3
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,35.0,700.0,24500.0,12250.0,Outlet,2020,7,3
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,35.0,700.0,24500.0,12250.0,Outlet,2020,7,3
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700.0,24500.0,8575.0,Outlet,2020,8,3
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,28000.0,12600.0,Outlet,2020,8,3
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,28000.0,12600.0,Outlet,2020,8,3
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,45.0,700.0,31500.0,9450.0,Outlet,2020,8,3
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50.0,700.0,35000.0,15750.0,Outlet,2020,10,4
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,50.0,700.0,35000.0,5250.0,Outlet,2020,11,4
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60.0,700.0,42000.0,8400.0,Outlet,2020,11,4
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,60.0,700.0,42000.0,14700.0,Outlet,2020,11,4
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,60.0,700.0,42000.0,6300.0,Outlet,2020,12,4
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60.0,700.0,42000.0,14700.0,Outlet,2021,1,1
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.0,700.0,38500.0,11550.0,Outlet,2021,2,1
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700.0,49000.0,4900.0,Outlet,2021,2,1
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.0,700.0,38500.0,9625.0,Outlet,2021,2,1
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.0,700.0,45500.0,20475.0,Outlet,2021,2,1
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700.0,24500.0,9800.0,Outlet,2021,2,1
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700.0,31500.0,7875.0,Outlet,2021,2,1
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700.0,31500.0,12600.0,Outlet,2021,3,1
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.0,700.0,31500.0,6300.0,Outlet,2021,3,1
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,50.0,700.0,35000.0,19250.0,Outlet,2021,4,2
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,65.0,700.0,45500.0,9100.0,Outlet,2021,4,2
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700.0,35000.0,14000.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65.0,700.0,45500.0,9100.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65.0,700.0,45500.0,9100.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700.0,35000.0,14000.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700.0,35000.0,12250.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,20.0,700.0,14000.0,4900.0,Outlet,2021,8,3
